kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err2,koi_time0bk,koi_time0bk_err2,koi_impact,koi_impact_err2,koi_duration,koi_duration_err2,koi_depth,koi_prad_err1,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_srad_err2,ra,dec,koi_kepmag,koi_prad
K04452.01,CANDIDATE,CANDIDATE,0.886,12.85755895,-9.503e-05,141.85597,-0.00641,0.55,-0.457,4.831,-0.188,106.5,0.19,860.0,129.15,14.2,1.0,5860.0,4.276,1.156,-0.195,294.30099,39.519058,13.821,1.23
K04518.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566810643,-5.345e-06,131.80277,-0.00709,0.315,-0.315,3.471,-0.204,45.6,0.13,1976.0,3605.07,17.2,1.0,5776.0,4.598,0.758,-0.05,291.27859,42.53738,14.844,0.52
K07685.02,CANDIDATE,CANDIDATE,0.791,33.502923,-0.001041,158.6469,-0.0282,0.756,-0.516,11.947,-0.709,70.9,0.3,645.0,40.79,12.5,2.0,5999.0,4.263,1.177,-0.274,286.77313,39.277531,13.219,1.08
K04520.01,CANDIDATE,CANDIDATE,0.949,9.3335486,-0.0002104,137.6177,-0.0157,0.725,-0.507,6.643,-0.743,71.2,0.29,1082.0,323.68,11.7,1.0,5354.0,3.927,1.863,-0.392,295.21426,45.324509,14.276,1.69
K04521.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,262.477098,-0.005802,173.1293,-0.0146,0.0753,-0.0752,5.816,-0.596,1016.0,0.14,178.0,0.24,9.7,1.2398837469260005,4227.0,4.641,0.62,-0.069,290.16943,41.54974,15.72,1.92
K04522.01,FALSE POSITIVE,FALSE POSITIVE,0.01,2.21030572,-1.984e-05,133.57674,-0.00677,0.233,-0.233,2.492,-0.25,92.0,0.34,1572.0,1440.34,11.4,1.0,6355.0,4.418,1.09,-0.118,286.83643,46.288509,14.886,1.06
K04590.01,CANDIDATE,CANDIDATE,0.817,9.54060855,-7.087e-05,131.91276,-0.00717,0.031,-0.031,1.869,-0.185,462.0,0.26,735.0,69.25,11.2,1.0,5271.0,4.522,0.831,-0.081,288.87082,50.815559,15.836,1.75
K07694.01,FALSE POSITIVE,FALSE POSITIVE,0.191,5.99321872,-9.466e-05,133.6359,-0.0144,0.02,-0.02,3.92,-0.283,203.2,0.36,952.0,194.41,9.5,1.0,5853.0,4.544,0.868,-0.084,296.52655,39.49091,15.512,1.23
K04591.01,CANDIDATE,CANDIDATE,0.98,1.80926734,-2.26e-05,132.6883,-0.00831,0.385,-0.385,2.469,-0.287,98.0,0.26,1444.0,1028.71,10.9,1.0,5897.0,4.531,0.891,-0.087,298.54257,40.51479,15.186,0.89
K04592.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.70544189,-3.556e-06,131.6954,-0.00416,0.328,-0.328,1.772,-0.129,133.5,0.31,1960.0,3481.65,13.9,1.0,5838.0,4.529,0.897,-0.087,289.97791,50.668259,15.826,1.04
K04593.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.981399749,-1.877e-06,132.12493,-0.00144,0.408,-0.408,0.5051,-0.0702,158.3,0.35,1820.0,2602.14,16.2,1.0,6038.0,4.524,0.898,-0.087,290.3602,44.273361,14.652,1.21
K00750.02,CANDIDATE,CANDIDATE,0.915,5.04413987,-3.519e-05,132.51986,-0.0054,0.727,-0.508,1.623,-0.21,172.0,0.04,862.0,130.09,10.2,2.0,4954.0,4.5,0.828,-0.065,290.46512,47.92918,15.377,1.18
K04662.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.933728755,-8.982e-06,131.54241,-0.00942,0.645,-0.494,4.363,-0.248,13.5,0.2,2777.0,14057.75,17.9,1.0,6652.0,4.036,1.863,-0.576,292.83698,47.55394,10.959,0.72
K03188.01,FALSE POSITIVE,FALSE POSITIVE,0.0,12.607591424,-0.002147863706805708,136.8554856,-0.009932560537870474,0.996,-0.3325574643249177,29.1267,-0.33994151372118553,79.5,0.33,809.0,101.31,41.6,1.0,6047.0,4.47,1.002,-0.111,295.30386,43.059681,11.36,1.61
K07676.01,CANDIDATE,CANDIDATE,0.904,5.3694084,-0.0001019,133.8117,-0.0158,0.837,-0.638,3.949,-0.571,40.0,0.19,974.0,212.68,8.0,1.0,5753.0,4.538,0.869,-0.069,284.73474,39.045361,13.786,0.62
K04663.01,CANDIDATE,CANDIDATE,0.995,5.65690281,-7.902e-05,131.5761,-0.0111,0.014,-0.014,3.583,-0.301,32.2,0.12,1159.0,425.7,10.4,1.0,5687.0,4.191,1.32,-0.266,287.67059,43.197239,12.715,0.74
K04664.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.734573766,-4.772e-06,131.59872,-0.00544,0.044,-0.044,1.295,-0.172,68.4,0.27,2061.0,4270.04,11.4,1.0,5602.0,4.325,1.051,-0.214,300.94925,45.247952,14.617,0.86
K04665.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,289.86046,-0.01494,258.5572,-0.0311,0.3711,-0.3709,11.103,-0.877,234.5,0.59,279.0,1.43,10.3,1.0,5914.0,4.451,0.971,-0.103,293.06857,42.957211,13.696,1.5
K04453.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,357.13089,-0.03863,157.7985,-0.0624,0.1365,-0.1364,13.04,-2.6,330.5,0.58,246.0,0.87,11.8,1.2398837469260005,5838.0,4.529,0.897,-0.073,291.16476,48.052429,15.271,1.62
K04454.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,370.50684,-0.01789,150.8212,-0.0241,0.0647,-0.0645,12.132,-0.832,418.6,0.87,277.0,1.39,8.8,1.2398837469260005,6360.0,4.458,0.999,-0.098,290.38583,41.552311,14.851,2.06
K04455.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332580225,-8.742e-06,132.03999,-0.00597,0.519,-0.3,2.057,-0.156,46.3,0.36,3111.0,22103.67,16.4,1.0,6858.0,3.731,3.096,-1.516,294.51309,46.500759,13.922,2.18
K04456.01,CANDIDATE,CANDIDATE,0.962,7.4299322,-0.0001552,138.7701,-0.0171,0.826,-0.623,4.013,-0.574,164.9,0.28,1024.0,259.7,9.8,1.0,5635.0,4.23,1.252,-0.233,294.67126,38.698971,15.128,1.81
K04457.01,CANDIDATE,CANDIDATE,0.8,79.334347,-0.001574,144.0233,-0.0147,0.652,-0.451,10.886,-0.527,164.9,0.46,500.0,14.73,14.6,1.0,6384.0,4.33,1.15,-0.182,290.51242,50.649288,13.815,1.56
K04523.01,CANDIDATE,CANDIDATE,0.878,5.68251605,-7.04e-05,131.6745,-0.0105,0.0,0.0,3.479,-0.327,81.2,0.17,1090.0,333.82,9.4,1.0,5753.0,4.319,1.157,-0.155,296.04425,44.80529,14.878,1.03
K04524.01,CONFIRMED,CANDIDATE,1.0,7.99144696,-6.551e-05,136.25855,-0.00734,0.94,-0.706,3.639,-0.202,145.0,0.23,901.0,155.95,12.8,1.0,5700.0,4.434,1.006,-0.079,289.5484,40.1642,14.955,1.53
K03159.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.9039446,-3.65e-05,133.8526,-0.012,0.686,-0.434,10.542,-0.775,13.1,0.41,2637.0,11446.75,32.0,1.0,7846.0,3.829,3.05,-1.051,295.33606,40.392132,9.162,1.17
K04524.02,CANDIDATE,CANDIDATE,0.607,4.52628739,-5.027e-05,134.32065,-0.00936,0.5,-0.424,3.736,-0.334,99.6,0.15,1089.0,332.79,12.5,2.0,5700.0,4.434,1.006,-0.079,289.5484,40.1642,14.955,1.02
K04525.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,369.7985,-0.01122,173.3282,-0.0184,0.1382,-0.1379,12.564,-0.595,1106.4,1.12,225.0,0.61,11.1,1.2398837469260005,5680.0,4.582,0.757,-0.056,297.81274,45.508678,15.696,2.53
K03172.02,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,6.5588346,-0.0001674,133.8215,-0.0228,0.7173,-0.524,3.034,-0.932,41.2,0.0,973.0,211.64,8.1,1.2398837469260005,5780.0,4.438,1.0,-0.3948059586631486,290.03314,38.426861,10.609,0.7
K04594.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.643007769,-2.43e-06,131.68588,-0.00312,0.012,-0.012,0.69,-0.19,68.1,0.03,1070.0,311.13,10.3,1.0,3925.0,4.825,0.421,-0.05,289.07382,40.977531,14.8,0.35
K04595.01,CANDIDATE,CANDIDATE,0.996,0.597018404,-1.076e-06,131.71277,-0.00159,0.44,-0.244,0.4778,-0.0842,245.4,0.13,1578.0,1473.77,16.5,1.0,4985.0,4.675,0.63,-0.04,295.41479,50.979012,15.509,1.09
K04596.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.061937837,-6.15e-06,131.7269,-0.00425,0.125,-0.125,2.31,-0.217,52.0,0.19,1757.0,2252.16,16.3,1.0,5893.0,4.505,0.941,-0.094,288.95825,44.577999,14.171,0.68
K04597.01,CANDIDATE,CANDIDATE,0.955,4.82025124,-5.532e-05,134.81355,-0.0075,0.538,-0.497,2.129,-0.422,94.1,0.18,1018.0,254.2,8.5,1.0,6035.0,4.591,0.777,-0.05,296.3609,48.213001,14.639,0.78
K04666.01,CANDIDATE,CANDIDATE,1.0,12.4019263,-0.0002695,141.1769,-0.0206,0.924,-0.624,4.043,-0.736,211.1,0.32,713.0,60.93,9.5,1.0,5555.0,4.514,0.832,-0.084,284.04172,49.138199,15.355,1.49
K04667.01,CANDIDATE,CANDIDATE,0.882,152.823896,-0.004556,147.5443,-0.0245,0.119,-0.119,7.734,-0.656,456.2,0.74,395.0,5.77,9.9,1.0,6452.0,4.394,1.137,-0.148,289.63535,44.379711,15.408,2.45
K04668.01,FALSE POSITIVE,FALSE POSITIVE,0.978,15.07277287,-3.845e-05,143.96955,-0.0021,0.891,-0.646,0.7794,-0.0942,345.0,0.36,635.0,38.57,13.0,1.0,5521.0,4.594,0.771,-0.058,285.21283,45.2514,14.269,1.73
K04669.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,1.71659304,-1.316e-05,131.6976,-0.0051,0.1534,-0.1533,1.154,-0.213,138.0,0.49,1607.0,1577.89,9.5,1.0,6192.0,4.467,0.987,-0.095,293.14069,37.994469,14.971,1.17
K03061.02,CANDIDATE,CANDIDATE,0.129,77.915425,-0.002543,160.9193,-0.0216,0.448,-0.247,8.274,-0.687,178.8,0.06,367.0,4.28,9.2,2.0,5135.0,4.464,0.874,-0.069,297.04208,39.912231,14.316,1.17
K04458.01,FALSE POSITIVE,FALSE POSITIVE,0.156,358.818895,-0.002746,416.5775,-0.00534,0.825,-0.606,2.503,-0.227,666.1,0.7,262.0,1.11,11.5,1.0,6056.0,4.47,0.918,-0.105,300.29211,44.731041,13.919,2.66
K04459.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,181.3537,-0.02915,190.4847,-0.0842,0.5983,-0.5151,16.19,-4.2,455.0,0.88,317.0,2.39,11.7,1.2398837469260005,5900.0,4.509,0.951,-0.081,285.43997,45.011559,15.914,2.11
K04460.01,CANDIDATE,CANDIDATE,0.972,284.727213,-0.008363,142.0923,-0.023,0.316,-0.316,10.299,-0.942,355.3,0.3,278.0,1.41,12.7,1.0,5497.0,4.332,1.08,-0.158,290.14725,46.802872,14.636,2.02
K04461.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.74786694,-3.782e-05,134.17739,-0.00883,0.49,-0.277,3.632,-0.267,80.9,0.28,1176.0,451.72,19.1,1.0,5957.0,4.498,0.971,-0.1,291.00818,50.255589,13.567,0.89
K04526.01,CANDIDATE,CANDIDATE,0.924,30.5392931,-0.0004828,156.7026,-0.0112,0.045,-0.044,6.887,-0.383,428.2,0.46,669.0,47.46,15.0,1.0,5803.0,4.211,1.328,-0.244,295.96893,38.867168,15.271,2.72
K07683.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.913244995,-2.668e-06,132.18552,-0.00222,0.286,-0.286,0.4931,-0.0936,47.8,0.23,1967.0,3541.46,10.2,1.0,5923.0,4.402,1.049,-0.137,284.91156,39.298618,13.343,0.77
K04527.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.97599368,-5.192e-05,132.9759,-0.013,0.243,-0.243,4.023,-0.496,55.0,0.24,1395.0,894.1,13.0,1.0,6202.0,4.394,1.055,-0.14,290.12021,38.534821,14.11,0.79
K04529.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.584148495,-1.604e-06,131.84461,-0.00285,0.584,-0.374,1.6192,-0.0969,66.2,0.29,2130.0,4882.9,21.9,1.0,5427.0,4.347,1.031,-0.213,292.97867,42.056492,13.949,0.87
K04530.01,CANDIDATE,CANDIDATE,0.999,12.6362048,-0.0001985,134.4588,-0.0145,0.174,-0.173,3.961,-0.398,124.0,0.16,774.0,85.06,11.5,1.0,5772.0,4.457,0.992,-0.063,290.73434,51.770962,14.241,1.1
K04599.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.579770948,-5.48e-07,132.081304,-0.00077,0.946,-0.676,1.0377,-0.0323,467.9,0.63,1953.0,3425.06,44.3,2.0,5561.0,4.561,0.854,-0.074,281.04361,42.975761,15.298,2.4
K07687.01,CANDIDATE,CANDIDATE,0.95,23.266633,-0.0004217,132.4386,-0.016,0.092,-0.092,8.315,-0.391,49.9,0.47,1156.0,422.77,11.4,1.0,5758.0,3.456,3.775,-1.224,288.86908,39.30986,13.047,2.66
K04600.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.92225589,-1.924e-05,131.8088,-0.0167,0.992,-0.681,4.227,-0.482,33.0,0.29,2206.0,5614.19,7.1,1.0,5631.0,4.114,1.485,-0.504,286.37338,37.919003,12.352,1.29
K04601.01,CANDIDATE,CANDIDATE,0.999,7.94004281,-8.495e-05,135.4315,-0.00968,0.004,-0.004,3.282,-0.285,81.9,0.32,1010.0,245.79,10.7,1.0,6278.0,4.425,1.081,-0.118,298.43478,48.706139,13.757,0.98
K04602.01,CANDIDATE,CANDIDATE,0.961,2.85855049,-2.18e-05,132.28415,-0.00629,0.972,-0.71,2.341,-0.194,85.4,0.14,1212.0,510.14,11.4,1.0,5441.0,4.415,0.964,-0.1,297.23273,41.433411,14.636,1.23
K04671.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.75499096,-5.881e-05,131.8315,-0.0109,0.322,-0.322,2.485,-0.292,215.8,0.4,1949.0,3403.34,9.9,1.0,5743.0,4.466,0.946,-0.115,284.34848,40.690659,15.708,1.39
K04672.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,353.40191,-0.01843,403.2834,-0.0383,0.4702,-0.2654,6.681,-1.0,948.0,0.3,202.0,0.39,9.1,1.2398837469260005,4957.0,4.561,0.763,-0.064,292.32425,42.88496,15.687,2.35
K03190.01,CANDIDATE,CANDIDATE,1.0,8.95294046,-8.727e-05,134.33731,-0.00765,0.718,-0.507,2.995,-0.229,44.0,0.14,1012.0,247.66,13.0,1.0,6047.0,4.266,1.207,-0.21,298.26816,41.251663,11.458,0.86
K04673.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,1.428596987,-4.917e-06,132.79165,-0.00319,0.7017,-0.5602,2.1401,-0.0939,50.0,0.57,2637.0,11425.1,26.1,1.0,6745.0,3.901,2.144,-0.776,290.73431,48.16341,12.619,1.62
K04674.01,CANDIDATE,CANDIDATE,0.987,4.84350003,-4.384e-05,134.81488,-0.00726,0.906,-0.63,3.045,-0.21,50.2,0.24,1121.0,373.1,10.4,1.0,5762.0,4.348,1.056,-0.19,282.58282,42.346352,13.59,0.9
K04462.01,CANDIDATE,CANDIDATE,0.48376823014383996,45.163025,-0.004492,159.8536,-0.0968,0.2057,-0.2056,7.03,-2.1,130.3,1.24,886.0,145.48,8.7,1.2398837469260005,7675.0,4.051,2.015,-0.372,293.85294,46.590809,11.069,2.35
K04463.01,CANDIDATE,CANDIDATE,0.926,36.7614011,-0.0009643,137.7551,-0.0286,0.984,-0.752,15.982,-0.763,160.9,0.24,475.0,12.0,16.2,1.0,5305.0,4.504,0.823,-0.099,289.41428,41.51004,15.598,1.52
K04464.01,CANDIDATE,CANDIDATE,0.949,4.373570433,-9.256e-06,133.82814,-0.00176,0.1,-0.1,0.623,-0.119,366.0,0.08,727.0,66.12,14.5,1.0,4362.0,4.623,0.64,-0.055,295.30652,49.179668,15.194,1.23
K04465.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,2.21701025,-1.586e-05,131.80305,-0.00675,0.0662,-0.0661,2.148,-0.193,29.4,0.8,2371.0,7467.21,11.7,1.0,7524.0,4.067,2.092,-0.305,291.54626,37.817749,12.734,1.16
K04466.01,CANDIDATE,CANDIDATE,0.985,154.674369,-0.004601,177.3621,-0.0267,0.777,-0.557,9.35,-0.641,435.8,0.71,371.0,4.47,13.5,1.0,6338.0,4.449,1.002,-0.111,288.63861,42.857288,15.015,2.29
K04531.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,372.62637,-0.02684,307.8836,-0.0505,0.5353,-0.4137,18.52,-2.4,542.0,1.0,258.0,1.05,11.9,1.2398837469260005,6014.0,4.486,0.993,-0.087,289.94693,41.802818,15.412,2.38
K04532.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.02087831,-1.144e-05,131.66089,-0.00966,0.148,-0.148,2.429,-0.208,33.4,0.17,1903.0,3115.14,9.9,1.0,5750.0,4.337,1.106,-0.207,290.89783,37.972778,14.103,0.64
K04533.01,FALSE POSITIVE,FALSE POSITIVE,0.001,1.26132769,-6.672e-06,132.4274,-0.00393,0.289,-0.289,1.244,-0.117,109.7,0.0,447.0,9.46,9.9,1.0,2900.0,5.224,0.132,0.0,288.11703,38.437733,15.918,0.14
K04534.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.1578141,-6.123e-06,132.43684,-0.00544,0.564,-0.354,3.253,-0.109,54.8,0.67,2133.0,4895.77,27.8,1.0,5412.0,3.941,1.629,-0.873,296.97321,43.394669,13.548,1.24
K04603.01,CANDIDATE,CANDIDATE,0.997,15.9513866,-0.0001556,146.45425,-0.00792,0.197,-0.197,2.285,-0.223,99.2,0.42,849.0,123.03,9.2,1.0,6451.0,4.375,1.168,-0.136,291.53922,44.44706,13.629,1.17
K03174.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566800926,-1.412e-06,131.81666,-0.00256,0.971,-0.007,4.407,-0.201,264.5,0.0,2200.0,5563.01,63.2,1.0,5780.0,4.438,1.0,-0.3948059586631486,291.12354,42.663353,10.624,2.19
K04605.01,CANDIDATE,CANDIDATE,0.964,7.7859111,-0.0002034,137.8734,-0.0279,0.675,-0.463,7.788,-0.71,45.5,0.22,939.0,183.92,12.0,1.0,6045.0,4.479,0.954,-0.102,290.42307,51.388729,13.515,0.68
K04606.01,FALSE POSITIVE,FALSE POSITIVE,0.002,2.44926655,-2.736e-05,132.82121,-0.00903,0.253,-0.253,2.988,-0.288,108.2,0.05,1033.0,269.06,10.7,1.0,4840.0,4.551,0.749,-0.072,294.60608,39.920361,15.238,0.76
K04675.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.17812826,-2.623e-05,132.03068,-0.00779,0.344,-0.344,2.601,-0.278,100.8,0.16,1206.0,500.27,10.4,1.0,5426.0,4.579,0.805,-0.068,287.14621,47.183529,15.613,0.81
K04676.01,CANDIDATE,CANDIDATE,0.48376823014383996,31.183688,-0.001229,155.9588,-0.0244,0.8319,-0.5764,6.14,-1.1,139.8,0.82,876.0,139.27,7.9,1.2398837469260005,5947.0,3.814,2.407,-1.084,298.74335,40.07214,13.931,3.21
K04677.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.33259494,-2.52e-05,132.0286,-0.0156,0.104,-0.104,2.783,-0.509,92.7,0.26,1665.0,1814.46,7.8,1.0,6063.0,4.51,0.918,-0.092,294.88477,46.646591,15.165,0.89
K04678.01,FALSE POSITIVE,FALSE POSITIVE,0.0,2.05048377,-2.192e-05,133.2849,-0.0114,0.013,-0.013,3.67,-0.263,60.5,0.14,1339.0,761.65,14.3,1.0,5568.0,4.451,0.854,-0.123,287.17123,39.388329,14.352,0.66
K04679.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.19550618,-1.576e-05,132.3006,-0.0125,0.483,-0.275,3.337,-0.286,26.9,0.22,2152.0,5062.04,13.3,1.0,6088.0,4.15,1.463,-0.42,297.53574,41.940571,13.45,0.78
K04467.01,CANDIDATE,CANDIDATE,0.984,2.94242323,-1.463e-05,133.86084,-0.00428,0.447,-0.447,1.519,-0.136,293.3,0.31,1098.0,344.64,14.7,1.0,5436.0,4.573,0.819,-0.073,288.72598,40.531631,15.907,1.42
K04469.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.894172544,-2.066e-06,131.51006,-0.00201,0.162,-0.162,0.8302,-0.0741,86.2,0.07,1461.0,1070.89,16.9,1.0,4982.0,4.591,0.736,-0.058,289.75653,46.952888,14.251,0.68
K04470.01,FALSE POSITIVE,FALSE POSITIVE,0.002,1.68207624,-1.171e-05,132.12513,-0.00524,0.56,-0.449,1.519,-0.185,54.7,0.27,1980.0,3646.1,11.1,1.0,6495.0,4.191,1.311,-0.315,298.23792,48.175758,13.753,1.01
K04535.01,FALSE POSITIVE,FALSE POSITIVE,0.981,9.8480917,-0.0001077,136.80247,-0.00926,0.127,-0.127,3.079,-0.259,141.9,0.11,711.0,60.47,9.7,1.0,5289.0,4.546,0.748,-0.084,292.25284,38.60899,14.791,0.88
K04536.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566800593,-9.703e-06,131.8233,-0.0183,0.2,-0.2,3.909,-0.835,12.3,0.1,2783.0,14091.55,10.4,1.0,6476.0,4.255,1.353,-0.233,291.61011,42.810459,12.318,0.48
K04537.01,FALSE POSITIVE,FALSE POSITIVE,0.002,0.969602551,-9.366e-06,131.93121,-0.00717,0.415,-0.415,1.728,-0.201,111.0,0.08,1334.0,750.09,10.4,1.0,4856.0,4.643,0.66,-0.055,295.14267,39.93071,15.522,0.69
K07678.01,CANDIDATE,CANDIDATE,0.967,13.0914878,-0.0001284,143.75198,-0.00731,0.145,-0.145,2.037,-0.256,37.5,0.12,892.0,149.52,8.0,1.0,5919.0,4.238,1.288,-0.23,289.24884,39.106541,11.993,0.79
K04538.01,FALSE POSITIVE,FALSE POSITIVE,0.0,9.25801294,-7.098e-05,132.88335,-0.00737,0.186,-0.186,2.854,-0.193,88.1,0.47,1229.0,539.51,12.9,1.0,6200.0,3.977,1.834,-0.678,299.51422,41.220589,13.49,1.73
K04539.01,FALSE POSITIVE,FALSE POSITIVE,0.0,25.9554044,-0.0005906,148.7989,-0.0214,0.952,-0.659,8.491,-0.534,122.7,0.45,656.0,43.9,11.6,1.0,6058.0,4.408,1.038,-0.139,293.72696,39.0368,14.145,1.46
K04607.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.74788208,-5.381e-05,134.1709,-0.0132,0.09,-0.09,4.183,-0.274,153.4,0.18,979.0,216.97,13.6,1.0,5340.0,4.593,0.777,-0.061,290.96017,50.284679,15.527,0.94
K04609.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,361.43653,-0.0176,421.747,-0.0258,0.2175,-0.2175,9.08,-0.846,271.9,0.61,268.0,1.22,10.8,1.2398837469260005,6028.0,4.398,0.938,-0.144,286.78522,38.151642,13.791,1.56
K04610.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0.89628253,-3.57e-06,131.54972,-0.00348,0.176,-0.176,1.397,-0.11,86.4,0.19,1670.0,1848.85,13.0,1.0,5561.0,4.572,0.818,-0.067,296.50925,44.625912,15.248,0.76
K04611.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.67495622,-1.719e-05,131.8099,-0.0108,0.399,-0.399,2.994,-0.268,35.9,0.17,1843.0,2732.19,15.3,1.0,6323.0,4.296,1.263,-0.19,293.4678,48.12608,13.363,0.77
K04680.01,CANDIDATE,CANDIDATE,0.767,54.0812235,-0.0009413,145.2689,-0.0101,0.182,-0.182,6.279,-0.377,411.1,0.37,431.0,8.19,11.6,1.0,5757.0,4.597,0.762,-0.06,297.59964,39.626339,15.487,1.54
K04681.01,FALSE POSITIVE,FALSE POSITIVE,0.0,8.2344072,-0.0001025,137.4733,-0.0119,0.812,-0.595,2.808,-0.311,59.2,0.25,1263.0,601.05,11.5,1.0,6148.0,3.964,1.741,-0.434,293.44537,38.929588,12.88,1.49
K04682.01,FALSE POSITIVE,FALSE POSITIVE,0.48376823014383996,2.15052332,-2.152e-05,132.3132,-0.01,0.0303,-0.0302,3.447,-0.304,115.5,0.0,1410.0,934.17,11.0,1.0,5780.0,4.438,1.0,-0.3948059586631486,295.29333,40.183308,13.322,1.17
K04684.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.5564279,-0.0001001,133.5377,-0.0263,0.359,-0.359,6.998,-0.917,131.4,0.12,972.0,211.41,12.3,1.0,5404.0,4.638,0.694,-0.047,297.19739,46.22826,15.927,0.8
K04471.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.942997994,-1.769e-06,132.24469,-0.00162,0.153,-0.153,1.1658,-0.0542,539.2,0.08,1283.0,639.03,29.2,2.0,4499.0,4.59,0.693,-0.06,292.8598,45.205791,15.878,1.56
K04472.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566796775,-3.42e-06,131.83811,-0.00727,0.974,-0.701,5.471,-0.251,144.1,0.05,931.0,176.94,32.2,1.0,3453.0,4.892,0.358,-0.034,291.08929,42.590969,15.51,0.61
K04473.01,CONFIRMED,CANDIDATE,0.334,13.6471211,-0.0001843,132.2552,-0.0119,0.617,-0.502,8.331,-0.345,75.0,0.36,913.0,164.06,14.7,1.0,5771.0,4.106,1.382,-0.484,296.05984,42.65604,13.897,1.25
K04474.01,CONFIRMED,CANDIDATE,0.972,16.473474,-0.0001579,142.68604,-0.00756,0.014,-0.014,4.201,-0.304,470.5,0.22,612.0,33.22,13.0,1.0,5364.0,4.529,0.754,-0.092,295.56357,39.417599,15.889,1.63
K04475.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.74788322,-3.592e-05,134.17324,-0.00886,0.544,-0.324,3.45,-0.23,242.6,0.26,1031.0,266.76,16.3,1.0,5514.0,4.569,0.826,-0.07,290.96243,50.272629,15.817,1.32
K04540.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.705455349,-4.078e-06,131.67764,-0.00501,0.447,-0.447,2.469,-0.148,74.9,0.11,1693.0,1936.09,18.0,1.0,5383.0,4.614,0.736,-0.057,289.94019,50.652771,14.837,0.64
K07724.01,FALSE POSITIVE,FALSE POSITIVE,0.0,488.67353,-0.05879,519.7805,-0.0674,0.432,-0.432,12.35,-2.5,691.0,0.32,188.0,0.3,8.2,1.0,5218.0,4.596,0.772,-0.056,298.12234,40.462349,15.747,2.03
K04541.01,CANDIDATE,CANDIDATE,0.967,8.5291223,-8.343e-05,135.74043,-0.00744,0.606,-0.387,3.241,-0.271,325.4,0.32,911.0,162.94,12.8,1.0,5543.0,4.318,1.111,-0.17,283.25119,40.72311,15.377,2.08
K04542.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.08906057,-1.25e-05,132.0391,-0.0106,0.29,-0.29,2.743,-0.303,76.2,0.09,1511.0,1235.96,10.4,1.0,5087.0,4.463,0.881,-0.104,287.97504,46.35326,14.959,0.75
K04543.01,FALSE POSITIVE,FALSE POSITIVE,0.281,1.48922187,-1.799e-05,132.3722,-0.0102,0.393,-0.393,1.882,-0.172,613.6,0.0,1594.0,1524.19,10.8,1.0,5780.0,4.438,1.0,-0.3948059586631486,294.15503,46.575706,17.352,2.5
